object,attributes,parents,children,srcOneToRelation,srcManyToRelation,dstToManyRelation,numCorrespondingTables,mappingStrategy,parentMappingStrategy,associations,paretoOptimal
Librarian,4,0,0,2,0,0,16,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,16,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Account,6,0,0,0,0,2,16,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Staff,1,1,0,0,0,0,16,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Student,1,1,0,0,0,0,16,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Librarian,4,0,0,2,0,0,14,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Librarian,4,0,0,2,0,0,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Student,1,1,0,0,0,0,15,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
LibraryDatabase,2,0,0,2,0,0,15,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
User,2,0,2,1,1,1,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Staff,1,1,0,0,0,0,15,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Librarian,4,0,0,2,0,0,16,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,16,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Student,1,1,0,0,0,0,16,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
User,2,0,2,1,1,1,16,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Staff,1,1,0,0,0,0,16,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Book,4,0,0,0,0,4,16,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Librarian,4,0,0,2,0,0,14,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Librarian,4,0,0,2,0,0,14,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Librarian,4,0,0,2,0,0,14,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Account,6,0,0,0,0,2,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,15,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Librarian,4,0,0,2,0,0,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,15,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Staff,1,1,0,0,0,0,15,UnionSubclassStrategy,UnionSubclassStrategy,none,0
User,2,0,2,1,1,1,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Librarian,4,0,0,2,0,0,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Student,1,1,0,0,0,0,15,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Librarian,4,0,0,2,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,15,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Librarian,4,0,0,2,0,0,15,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Account,6,0,0,0,0,2,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Student,1,1,0,0,0,0,16,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Account,6,0,0,0,0,2,16,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,2,0,2,1,1,1,16,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Staff,1,1,0,0,0,0,16,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Librarian,4,0,0,2,0,0,16,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,16,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Account,6,0,0,0,0,2,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Librarian,4,0,0,2,0,0,15,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Librarian,4,0,0,2,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Account,6,0,0,0,0,2,16,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,2,0,2,1,1,1,16,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Staff,1,1,0,0,0,0,16,UnionSubclassStrategy,UnionSubclassStrategy,none,0
LibraryDatabase,2,0,0,2,0,0,16,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Student,1,1,0,0,0,0,16,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Librarian,4,0,0,2,0,0,16,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Librarian,4,0,0,2,0,0,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Account,6,0,0,0,0,2,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,15,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Librarian,4,0,0,2,0,0,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,15,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Book,4,0,0,0,0,4,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Librarian,4,0,0,2,0,0,14,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,14,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Librarian,4,0,0,2,0,0,14,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Staff,1,1,0,0,0,0,15,UnionSubclassStrategy,UnionSubclassStrategy,none,0
LibraryDatabase,2,0,0,2,0,0,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Student,1,1,0,0,0,0,15,UnionSubclassStrategy,UnionSubclassStrategy,none,0
User,2,0,2,1,1,1,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Librarian,4,0,0,2,0,0,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Librarian,4,0,0,2,0,0,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Staff,1,1,0,0,0,0,15,UnionSubclassStrategy,UnionSubclassStrategy,none,0
LibraryDatabase,2,0,0,2,0,0,15,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Student,1,1,0,0,0,0,15,UnionSubclassStrategy,UnionSubclassStrategy,none,0
User,2,0,2,1,1,1,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Librarian,4,0,0,2,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Librarian,4,0,0,2,0,0,16,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,2,0,2,1,1,1,16,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,16,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Staff,1,1,0,0,0,0,16,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Student,1,1,0,0,0,0,16,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Account,6,0,0,0,0,2,16,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,2,0,2,1,1,1,16,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,16,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Account,6,0,0,0,0,2,16,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Staff,1,1,0,0,0,0,16,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Librarian,4,0,0,2,0,0,16,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Student,1,1,0,0,0,0,16,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Account,6,0,0,0,0,2,16,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,2,0,2,1,1,1,16,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,16,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Staff,1,1,0,0,0,0,16,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Student,1,1,0,0,0,0,16,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Book,4,0,0,0,0,4,16,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Account,6,0,0,0,0,2,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Book,4,0,0,0,0,4,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,13,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Staff,1,1,0,0,0,0,14,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Student,1,1,0,0,0,0,14,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
User,2,0,2,1,1,1,14,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
User,2,0,2,1,1,1,14,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Staff,1,1,0,0,0,0,14,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
LibraryDatabase,2,0,0,2,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Student,1,1,0,0,0,0,14,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
LibraryDatabase,2,0,0,2,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
User,2,0,2,1,1,1,14,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Staff,1,1,0,0,0,0,14,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Student,1,1,0,0,0,0,14,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
LibraryDatabase,2,0,0,2,0,0,13,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,2,0,2,1,1,1,14,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Staff,1,1,0,0,0,0,14,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Student,1,1,0,0,0,0,14,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
LibraryDatabase,2,0,0,2,0,0,13,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Book,4,0,0,0,0,4,14,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Book,4,0,0,0,0,4,14,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Librarian,4,0,0,2,0,0,15,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
LibraryDatabase,2,0,0,2,0,0,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Account,6,0,0,0,0,2,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Staff,1,1,0,0,0,0,14,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Student,1,1,0,0,0,0,14,UnionSubclassStrategy,UnionSubclassStrategy,none,0
LibraryDatabase,2,0,0,2,0,0,14,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
User,2,0,2,1,1,1,14,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Student,1,1,0,0,0,0,15,UnionSubclassStrategy,UnionSubclassStrategy,none,0
User,2,0,2,1,1,1,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Account,6,0,0,0,0,2,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Staff,1,1,0,0,0,0,15,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
LibraryDatabase,2,0,0,2,0,0,15,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
